Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Trevon Ritter,639707981804,Saskatchewan,tennis,0.76,56,False,West,,,
Mylie Mccarthy,633049954743,British Columbia,ice hockey,0.13,24,False,West,,,
Denzel Collier,526306508351,Manitoba,soccer,0.17,23,False,South,,,
Ace Davis,220972762553,Quebec,ice hockey,0.6,19,True,East,not interested,False,
Anna Johnson,688310137175,Ontario,cricket,0.69,27,False,South,,,
Teresa Hammond,186251057713,Saskatchewan,soccer,0.37,20,False,West,,,
Sincere White,888028438466,Manitoba,ice hockey,0.41,21,False,South,,,
Annabelle Mckay,664098161824,Quebec,soccer,0.71,64,False,East,,,
Bobby Campbell,237988313287,British Columbia,basketball,0.94,61,False,West,,,
Mitchell Waller,62635211378,British Columbia,soccer,0.23,48,True,West,not interested,False,
Rodolfo Erickson,98502318341,Quebec,tennis,0.39,20,False,East,,,
Marlon Weiss,501772256929,Manitoba,baseball,0.69,32,False,South,,,
Jessie Stevenson,956141954920,Northwest Territories,soccer,0.17,36,False,North,,,
Cristopher Hendrix,170454260499,Newfoundland and Labrador,ice hockey,0.36,26,True,East,not interested,False,
Madalynn Cowan,832071301961,British Columbia,cricket,0.37,29,False,West,,,
Gianni Shelton,162216834778,Nova Scotia,baseball,0.64,36,True,East,interested,False,
Moses Bauer,523112412804,Manitoba,soccer,0.42,28,False,South,,,
Luciano Kim,773968691103,Alberta,tennis,0.12,30,True,West,interested,False,
Juliana Perkins,818894603531,British Columbia,baseball,0.11,47,True,West,interested,False,
Carly Lindsey,495563020046,British Columbia,rugby,0.7,37,False,West,,,
Jacquelyn Wilkins,723538277896,Alberta,ice hockey,0.94,41,False,West,,,
Isaac Gamble,655379348100,Manitoba,soccer,0.66,44,False,South,,,
Anabella Trevino,595967203471,Quebec,soccer,0.43,36,False,East,,,
Kaiya Weaver,841595965624,Nova Scotia,soccer,0.21,19,True,East,not interested,False,
Mauricio Phelps,873044788227,Saskatchewan,tennis,0.29,25,False,West,,,
Damaris Hurley,638648841149,Quebec,ice hockey,0.19,123,True,East,not interested,False,
Cheyenne Weaver,655269657719,Quebec,cricket,0.62,35,False,East,,,
Lexi Matthews,572035421045,Quebec,ice hockey,0.9,20,False,East,,,
Eve Lynch,497067334246,Manitoba,soccer,0.15,29,False,South,,,
Jared Rubio,569309168271,British Columbia,baseball,0.59,24,False,West,,,
Esmeralda Leblanc,120972353236,Manitoba,cricket,0.36,45,False,South,,,
Skyler Carlson,317389460783,Ontario,soccer,0.14,21,False,South,,,
Charlie Maldonado,793445984892,Nova Scotia,cricket,0.18,20,False,East,,,
Katie Cherry,344369639275,Quebec,baseball,0.15,48,False,East,,,
Julianne Hill,693499177654,British Columbia,soccer,0.45,62,True,West,not interested,False,
Jacey Bolton,697561598147,Alberta,cricket,0.52,64,True,West,interested,True,approved
Tanya Little,767646994122,Nova Scotia,baseball,0.68,52,False,East,,,
Gia Reeves,678479042725,Quebec,ice hockey,0.54,53,True,East,not interested,False,
Erik Carter,339849331511,British Columbia,ice hockey,0.73,21,True,West,interested,True,approved
Shayla Davis,458536350179,Quebec,soccer,0.09,56,True,East,not interested,False,
Beatrice Anthony,815495647992,Ontario,tennis,0.52,22,False,South,,,
Aubree Odonnell,766062419824,New Brunswick,baseball,0.2,24,False,East,,,
Chloe Goodwin,387967421353,Alberta,ice hockey,0.21,19,True,West,dead line,False,
Londyn Beck,276993523774,British Columbia,ice hockey,0.65,18,False,West,,,
Rylee Rosario,544184641893,Saskatchewan,cricket,0.69,34,False,West,,,
Jasmin Meyer,218365815856,Manitoba,cricket,0.37,19,False,South,,,
Frankie Harper,619304099769,Ontario,tennis,0.26,34,False,South,,,
Estrella May,141380230783,Ontario,cricket,0.37,35,False,South,,,
Leo Barrett,597420303930,Manitoba,soccer,0.16,36,False,South,,,
London Luna,225633248564,Quebec,basketball,0.69,70,True,East,interested,False,
Danny Weiss,238962542869,Nova Scotia,cricket,0.31,39,False,East,,,
Virginia Stephenson,382206950321,Ontario,ice hockey,0.87,32,False,South,,,
Emily Mejia,382963296850,Ontario,baseball,0.41,20,False,South,,,
Selah Nguyen,644966460070,Manitoba,ice hockey,0.33,37,False,South,,,
Jonah Carter,276103794192,British Columbia,cricket,0.7,21,False,West,,,
Jillian Blevins,798017305730,Saskatchewan,baseball,0.5,18,True,West,not interested,False,
Tyrone Everett,182714278559,New Brunswick,soccer,0.39,36,True,East,not interested,False,
Laci Watkins,144466332904,British Columbia,ice hockey,0.33,22,True,West,not interested,False,
Mason Dunn,901354046260,Ontario,ice hockey,0.44,29,False,South,,,
Maxwell Schmidt,346422199497,Saskatchewan,ice hockey,0.4,51,False,West,,,
Cortez Pace,850990791988,Saskatchewan,cricket,0.18,65,True,West,interested,False,
Kelvin Tate,256607570469,New Brunswick,cricket,0.27,18,False,East,,,
Alijah Campos,550902012692,British Columbia,cricket,0.28,37,False,West,,,
Lindsay Browning,811238188951,Manitoba,ice hockey,0.36,23,False,South,,,
Emma Benson,758489090788,Ontario,cricket,0.74,34,False,South,,,
Imani Durham,125232899640,Saskatchewan,ice hockey,0.8,21,True,West,interested,True,approved
Mariana Browning,830579861221,Prince Edward Island,tennis,0.16,74,True,East,not interested,False,
Jayden Glass,999952909084,Alberta,rugby,0.7,46,False,West,,,
Allyson Sutton,191396561202,Ontario,soccer,0.76,18,True,South,interested,False,
Saige Durham,347123214143,Saskatchewan,cricket,0.27,40,False,West,,,
Nikolas Franklin,543870036621,Ontario,baseball,0.15,20,True,South,interested,False,
Frankie Gordon,649457256771,Ontario,ice hockey,0.61,81,False,South,,,
Abdiel Baldwin,56339111354,Quebec,baseball,0.57,36,False,East,,,
Aleah Velasquez,107992678288,Saskatchewan,ice hockey,0.31,21,False,West,,,
Jade Neal,606154085972,Manitoba,baseball,0.29,36,False,South,,,
Jazlene Mahoney,116603682510,Quebec,soccer,0.74,21,True,East,not interested,False,
Siena Hubbard,453912317635,Ontario,soccer,0.5,27,True,South,interested,True,rejected
Karma Mata,196837841973,Ontario,ice hockey,0.1,24,True,South,not interested,False,
Amiya Mathews,31995453933,Manitoba,baseball,0.21,51,False,South,,,
Gunner Robbins,982306166863,Ontario,soccer,0.51,31,False,South,,,
Danika Dickson,356387769728,Quebec,soccer,0.59,105,False,East,,,
Gauge Gutierrez,458169976210,New Brunswick,rugby,0.54,41,False,East,,,
Adriana Hodges,74564848776,Quebec,ice hockey,0.14,46,False,East,,,
Cailyn Hess,520104647135,Alberta,soccer,0.79,21,False,West,,,
Denzel Mason,532155164729,Quebec,basketball,0.72,37,False,East,,,
Dillan Best,481538120829,Quebec,tennis,0.12,26,True,East,not interested,False,
Emilia Maddox,955447810609,British Columbia,basketball,0.09,30,False,West,,,
Zion Wang,714417496632,Saskatchewan,ice hockey,0.33,37,False,West,,,
Rohan Townsend,269499674434,Ontario,soccer,0.58,27,False,South,,,
Leanna Bridges,440018216445,Alberta,soccer,0.67,22,False,West,,,
Lorelei Costa,297779732390,Saskatchewan,ice hockey,0.45,45,True,West,not interested,False,
Alberto Fisher,284009232037,Alberta,ice hockey,0.62,24,True,West,interested,False,
Demetrius Dyer,254442383816,Saskatchewan,baseball,0.17,38,True,West,interested,True,rejected
Kamryn Snow,669026344522,Ontario,ice hockey,0.85,84,False,South,,,
Santiago Robles,267423943994,Saskatchewan,ice hockey,0.22,27,False,West,,,
Meadow Weeks,212869549290,Ontario,soccer,0.61,56,False,South,,,
Seamus Henry,437824993865,Saskatchewan,tennis,0.66,26,True,West,interested,True,rejected
Madyson Austin,185964146084,Saskatchewan,ice hockey,0.09,129,False,West,,,
Britney Mcconnell,469092610495,Saskatchewan,soccer,0.17,20,False,West,,,
Maxwell Sweeney,653333119113,Ontario,soccer,0.17,28,True,South,interested,False,
Valentin Mclean,625412447686,Ontario,baseball,0.54,47,False,South,,,
Caiden Mcdaniel,160360729684,Ontario,soccer,0.07,19,True,South,not interested,False,
Lilah Kim,300198127835,Quebec,cricket,0.12,24,False,East,,,
Natasha Ortiz,59001152205,Manitoba,ice hockey,0.66,36,False,South,,,
Mayra Pace,707259553363,Alberta,ice hockey,0.33,33,False,West,,,
Brenden Rice,660502874773,Quebec,soccer,0.18,40,False,East,,,
Mary Fitzgerald,873728525666,Ontario,baseball,0.29,47,True,South,interested,False,
Conner Dean,868891416886,Alberta,rugby,0.16,25,False,West,,,
Arthur Moon,638305007481,Manitoba,soccer,0.56,30,False,South,,,
Alyvia Long,58497585740,Quebec,baseball,0.31,23,False,East,,,
Kathryn Rosario,959535407047,Nova Scotia,soccer,0.35,36,False,East,,,
Keyla Calderon,844451560255,Ontario,ice hockey,0.69,30,False,South,,,
Emmanuel Horne,319876750201,Manitoba,baseball,0.47,33,True,South,interested,False,
Kaleb Stevens,769398761697,British Columbia,ice hockey,0.1,23,False,West,,,
Simeon Rice,308064361812,Ontario,rugby,0.43,40,False,South,,,
Camille Riley,170357391464,Ontario,cricket,0.53,57,False,South,,,
Raquel Bond,389601264939,Nova Scotia,soccer,0.12,79,False,East,,,
Kristina Baxter,360519158725,Manitoba,cricket,0.4,21,False,South,,,
Vicente Moreno,440371775202,Ontario,ice hockey,0.41,59,False,South,,,
Luna Patrick,714997358135,Saskatchewan,soccer,0.28,77,True,West,not interested,False,
Noe Monroe,657239928173,British Columbia,baseball,0.37,23,False,West,,,
Charlize Cox,723404737141,Saskatchewan,cricket,0.14,44,False,West,,,
Aidyn Fernandez,88311834926,Ontario,ice hockey,0.9,48,False,South,,,
Elsa Olsen,194265452631,Manitoba,baseball,0.47,28,False,South,,,
Justice Cabrera,585421896805,Alberta,soccer,0.57,24,True,West,interested,False,
Samir Lozano,660551962793,Quebec,rugby,0.59,71,True,East,interested,True,approved
Harley Decker,806787302294,New Brunswick,baseball,0.7,23,True,East,interested,True,rejected
Angelique Sandoval,681119699003,Ontario,cricket,0.16,29,False,South,,,
Lyric Salazar,221705236189,Nova Scotia,baseball,0.31,19,True,East,interested,False,
Edward Little,4090527295,Saskatchewan,baseball,0.25,71,False,West,,,
Anabel Parsons,459524831698,Quebec,basketball,0.8,20,False,East,,,
Tyree Robbins,389319438458,Quebec,ice hockey,0.14,56,False,East,,,
Zachariah Osborne,429238436922,Alberta,soccer,0.6,36,False,West,,,
Maximilian Mckay,164134648501,Ontario,baseball,0.41,52,True,South,interested,True,rejected
Gracie Wilson,429526989115,Nova Scotia,ice hockey,0.13,61,True,East,not interested,False,
Juliette Kent,817591545701,Ontario,rugby,0.25,75,False,South,,,
Kaley Cole,952638968269,Saskatchewan,soccer,0.12,32,True,West,dead line,False,
Brianna Lamb,691195312287,New Brunswick,ice hockey,0.6,40,True,East,not interested,False,
Gracelyn Ashley,221546104070,Quebec,baseball,0.91,38,False,East,,,
Scott Saunders,479672199540,Alberta,ice hockey,0.53,32,False,West,,,
Micheal Hardin,624208377756,Alberta,soccer,0.67,38,False,West,,,
Omar Jacobs,437281260255,Saskatchewan,soccer,0.09,39,False,West,,,
Noemi Travis,740620714161,Alberta,baseball,0.14,37,False,West,,,
Roland Ho,950140572966,Newfoundland and Labrador,ice hockey,0.3,61,True,East,not interested,False,
Chaim Rhodes,611287026390,New Brunswick,tennis,0.65,60,False,East,,,
Muhammad Anthony,686324500842,Manitoba,tennis,0.23,76,True,South,not interested,False,
Siena Cardenas,545082213022,Quebec,ice hockey,0.22,56,True,East,interested,False,
Arjun Quinn,455343916766,Ontario,rugby,0.35,32,False,South,,,
Aliyah Bond,364602797425,New Brunswick,ice hockey,0.72,40,True,East,interested,True,approved
Isla Stark,851472766893,Prince Edward Island,soccer,0.15,51,True,East,interested,False,
Sebastian Clark,748971981559,Alberta,tennis,0.92,77,False,West,,,
Larissa Johns,474745964056,Ontario,tennis,0.35,31,False,South,,,
Leo Herrera,284217208708,British Columbia,tennis,0.2,18,False,West,,,
Carter Grimes,736405161128,British Columbia,rugby,0.36,35,False,West,,,
Luciano Gonzales,568831038134,Manitoba,basketball,0.45,37,False,South,,,
Elizabeth Goodman,917698112774,Newfoundland and Labrador,tennis,0.37,50,False,East,,,
Kennedi Anthony,326493791185,Nova Scotia,soccer,0.34,32,False,East,,,
Kimberly Shelton,361887946553,Ontario,ice hockey,0.07,47,False,South,,,
Ariel Berger,52501423518,Ontario,cricket,0.66,21,True,South,interested,True,approved
Randy Macias,382664028665,Saskatchewan,cricket,0.54,40,False,West,,,
Marianna Noble,47889221522,Saskatchewan,ice hockey,0.61,24,False,West,,,
Alannah Howard,2428630298,Alberta,soccer,0.2,20,False,West,,,
Ezequiel Livingston,83763521839,Ontario,soccer,0.1,55,False,South,,,
Brielle Preston,415460194334,Ontario,ice hockey,0.66,25,False,South,,,
Makayla Pennington,870569366274,Nova Scotia,soccer,0.4,33,True,East,not interested,False,
Leo Bennett,747189063439,Ontario,soccer,0.64,103,True,South,interested,True,approved
Lincoln Padilla,406420536551,Alberta,ice hockey,0.38,27,False,West,,,
Talia Russo,154699606045,Quebec,cricket,0.48,42,False,East,,,
Simon Zhang,814063503493,Yukon,baseball,0.39,25,False,North,,,
Clarence Chan,69489313816,British Columbia,cricket,0.91,34,False,West,,,
Abraham Carey,655901643698,Prince Edward Island,ice hockey,0.62,36,False,East,,,
Vivian Sims,684063701663,British Columbia,rugby,0.62,23,False,West,,,
Zachariah Mckinney,570514251881,Quebec,ice hockey,0.09,32,True,East,not interested,False,
Willie Herring,280533629531,Quebec,baseball,0.48,31,True,East,not interested,False,
Gwendolyn Brandt,327820248800,New Brunswick,soccer,0.37,71,False,East,,,
Sofia Nichols,468810117280,Alberta,ice hockey,0.36,23,False,West,,,
Chaz Russell,374121813238,Quebec,rugby,0.32,23,False,East,,,
Bo Lamb,823154334557,Quebec,cricket,0.55,41,False,East,,,
Mira Walls,598697486897,Newfoundland and Labrador,ice hockey,0.09,31,False,East,,,
Izabelle Johns,115056018531,Ontario,soccer,0.06,23,False,South,,,
Vincent Keith,520836634405,Newfoundland and Labrador,soccer,0.54,45,False,East,,,
German Day,75269200605,Quebec,baseball,0.26,21,True,East,not interested,False,
Adriel Freeman,260221719611,New Brunswick,tennis,0.52,52,False,East,,,
Paris Bean,62145274919,Alberta,baseball,0.16,78,False,West,,,
Nigel Cox,557039782601,Alberta,soccer,0.69,56,False,West,,,
Kassidy Heath,302274010043,British Columbia,soccer,0.64,59,False,West,,,
Janelle Frye,291401388512,Saskatchewan,rugby,0.13,33,False,West,,,
Riya Santos,577618128558,Alberta,soccer,0.19,31,False,West,,,
Drew Olson,207733017428,Alberta,baseball,0.24,32,False,West,,,
Aspen Carrillo,448931449090,British Columbia,tennis,0.47,23,False,West,,,
Journey Moses,337382781227,Saskatchewan,ice hockey,0.14,109,False,West,,,
Teagan Nichols,1491024930,Alberta,cricket,0.53,42,False,West,,,
Ellie Moss,913331311,Ontario,ice hockey,0.47,20,False,South,,,
Janessa Banks,304428890626,Alberta,cricket,0.73,29,False,West,,,
Fabian Ryan,209494313172,Ontario,ice hockey,0.11,42,False,South,,,
Davis Singh,120396940517,Quebec,tennis,0.48,39,False,East,,,
Amari Guerra,873277549317,Saskatchewan,soccer,0.7,75,False,West,,,
Marcus Roman,516835447153,Manitoba,ice hockey,0.59,24,False,South,,,
Kaylie Clay,907172924658,Alberta,tennis,0.63,19,True,West,interested,False,
Ari Chambers,744438937978,Quebec,cricket,0.15,28,False,East,,,
Macy Parker,657895274900,British Columbia,cricket,0.26,37,False,West,,,
Luciana Cannon,309481716704,Alberta,baseball,0.33,30,False,West,,,
Kamryn Chase,102392429410,New Brunswick,soccer,0.13,25,False,East,,,
Aubrey Gardner,926122942256,Ontario,ice hockey,0.57,27,True,South,not interested,False,
Ingrid Chang,991499053623,Quebec,cricket,0.58,28,False,East,,,
Alexis Zuniga,749401003485,Manitoba,cricket,0.81,27,False,South,,,
Jayla Serrano,425737977776,Alberta,baseball,0.35,23,False,West,,,
Valentino Weaver,38280521940,Nova Scotia,baseball,0.62,27,False,East,,,
Shaniya Daugherty,869126980801,Ontario,soccer,0.28,19,False,South,,,
Nathalia Prince,51461304686,Alberta,tennis,0.45,45,True,West,interested,True,rejected
Draven Galvan,706957085594,Ontario,baseball,0.32,44,False,South,,,
Sterling Giles,748114113014,Saskatchewan,ice hockey,0.29,21,False,West,,,
Catherine Avery,108239470339,Nova Scotia,cricket,0.46,29,True,East,interested,True,rejected
Tyson Mcfarland,297465336746,Prince Edward Island,ice hockey,0.18,47,False,East,,,
Karlie West,21237424714,New Brunswick,tennis,0.35,22,False,East,,,
Kasen Mccullough,405920378782,British Columbia,soccer,0.44,32,False,West,,,
Virginia Warren,477325640787,Nova Scotia,ice hockey,0.69,39,False,East,,,
Regan Pearson,364607724033,Ontario,ice hockey,0.89,24,False,South,,,
Lizeth Payne,805426544328,Alberta,tennis,0.57,26,True,West,interested,True,rejected
Abigail Petersen,319488526197,Alberta,cricket,0.46,19,False,West,,,
Alicia Herman,942863405423,Manitoba,baseball,0.48,29,False,South,,,
Ruby Brock,292237345603,Manitoba,cricket,0.4,23,True,South,interested,False,
Isaias Scott,581870954892,Saskatchewan,ice hockey,0.83,33,False,West,,,
Harper Villarreal,95584928295,Ontario,soccer,0.62,18,True,South,interested,False,
Jocelyn Sanchez,481424941258,Nova Scotia,baseball,0.49,26,True,East,interested,False,
Jamarcus Raymond,66794443730,Ontario,tennis,0.61,33,False,South,,,
Jocelyn Larsen,210990537278,Quebec,cricket,0.74,56,False,East,,,
Genevieve Evans,82323095542,Ontario,basketball,0.66,21,False,South,,,
Xander Velazquez,284779385702,Ontario,baseball,0.41,18,False,South,,,
Piper Ibarra,298675037809,New Brunswick,ice hockey,0.38,32,False,East,,,
Dalton Clay,960255697079,Alberta,ice hockey,0.7,38,True,West,interested,True,approved
Jeremy Lucas,284903298330,Ontario,soccer,0.5,22,False,South,,,
Yareli Hopkins,278154113495,Manitoba,cricket,0.62,24,False,South,,,
Angeline Li,850137055042,Manitoba,ice hockey,0.4,27,False,South,,,
Tori York,84893315515,Ontario,ice hockey,0.18,24,True,South,not interested,False,
Talon Combs,101778514152,Quebec,ice hockey,0.34,22,False,East,,,
Dashawn Pollard,964723336892,Nova Scotia,ice hockey,0.55,33,True,East,not interested,False,
Zoie Pierce,698033914047,Manitoba,ice hockey,0.55,41,False,South,,,
Aleena Greer,322436565029,British Columbia,soccer,0.71,40,False,West,,,
Mateo Jarvis,964819572672,Quebec,ice hockey,0.66,39,False,East,,,
Carsen Collier,567408044340,Alberta,soccer,0.18,61,True,West,not interested,False,
Angela Knight,984707115513,Saskatchewan,soccer,0.32,25,False,West,,,
